Name,Phone,Email,Category,Area,Source
"Netra Jyoti Eye Hospital","9825022233","","Medical Clinic","Subhanpura","gemini-ai"
"Panchratna Jewellers","9825013579","","Jewellers & Jewellery","Makarpura","gemini-ai"
"Looks Salon & Spa","","lookssalonvadodara@gmail.com","Salon & Spa","Mandvi","gemini-ai"
"Shree Ram Opticals","9909009888","","Optical Store","Harni","gemini-ai"
"Foodies Hub","9825014141","","Restaurant & Cafe","Gorwa","gemini-ai"
"Balaji Car Care","9825019191","","Auto Repair","Gorwa","gemini-ai"
"Zoom Car Wash & Detailing","9825024242","","Auto Repair","Gorwa","gemini-ai"
"Himalaya Jewellers","9825177889","","Jewellers & Jewellery","Gorwa","gemini-ai"
"Dr. Sonal's Skin & Hair Clinic","","drsonalskinclinic@gmail.com","Skin Clinic","Sama Savli Road","gemini-ai"
"Advance Physiotherapy Clinic","9012345678","","Medical Clinic","Diwalipura","gemini-ai"
"Aarogyam Eye Clinic","9099011223","","Medical Clinic","Diwalipura","gemini-ai"
"Om Sai Auto Garage","9377011223","","Auto Repair","Atladara","gemini-ai"
"Om Dental Clinic","9624012345","","Dental Clinic","Ajwa Road","gemini-ai"
"Divine Dental Clinic","9624112345","","Dental Clinic","Ajwa Road","gemini-ai"
"Fitness Freak Gym","","fitnessfreakgym.sevasi@gmail.com","Gym & Fitness","Sevasi","gemini-ai"
"Yoga Studio Vadodara (Chhani)","","yogastudiovadodara@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Vcare Pet Clinic & Pet Shop","","vcarepetclinic@gmail.com","Veterinary Clinic","Chhani","gemini-ai"
"Wheel Alignment & Balancing Center","9376012345","","Auto Repair","Khodiyar Nagar","gemini-ai"
"Jay Ambe Tiffin Service","9825048555","","Cloud Kitchen","Pandya Bridge","gemini-ai"
"Dr. Pratik Patel - Skin & Hair Clinic","","drpratikpatel@gmail.com","Skin Clinic","Lal Baug","gemini-ai"
"Dr. Jigar Patel's Physiotherapy & Rehabilitation Centre","","drjigarphysio@gmail.com","Medical Clinic","Lal Baug","gemini-ai"
"Sai Opticals","9525044556","","Optical Store","Panigate","gemini-ai"
"Aqua Splash Swimming Pool (Panigate)","","aquasplash.panigate@email.com","Sports & Recreation","Panigate","gemini-ai"
"Patel Rajwadi Chai","9967917303","","Restaurant & Cafe","Harni","patelrajwadi.com-verified"
"Patel Rajwadi Chai","8689871308","","Restaurant & Cafe","Alkapuri","patelrajwadi.com-verified"
"Dr. Rajesh Mehta - Family Clinic","","drrajeshmehta.clinic@gmail.com","Medical Clinic","Alkapuri","gemini-ai"
"Cutis Skin & Laser Clinic","","cutisclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Skin & You Clinic","","skinandyouclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Metropolis Healthcare Ltd.","","customer.care@metropolisindia.com","Diagnostic Center","Manjalpur","gemini-ai"
"The Body Temple Gym","","bodytemplegym.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Muscle Mania Gym","","musclemania.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"The Fitness Zone","","fitnesszone.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Health & Fitness Point","","healthfitnesspoint.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"The Fitness Hub","","fitnesshub.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Looks Salon & Spa","","looks.salon.spa@gmail.com","Salon & Spa","Waghodia Road","gemini-ai"
"VLCC Healthcare Ltd.","","customercare@vlccwellness.com","Beauty Clinic","Akota","gemini-ai"
"The Sports Club, Vadodara","","thesportsclubvadodara@gmail.com","Sports & Recreation","Race Course","gemini-ai"
"Shreeji Hospital (Dermatology Department)","","info@shreejihospital.org","Skin Clinic","Makarpura","gemini-ai"
"Tyre World & Car Accessories","","tyreworldvadodara@email.com","Auto Repair","Vasna Bhayli Road","gemini-ai"
"Zumba Fitness Chhani","","zumbachhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Reborn Fitness","","rebornfitness.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"The Core Fitness","","thecorefitness.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"The Fitness Hub","","thefitnesshub.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Fitness First Gym","","fitnessfirstvadodara@gmail.com","Gym & Fitness","Karelibaug","gemini-ai"
"DermaVue Skin & Hair Clinic","","info@dermavueclinic.com","Beauty Clinic","Alkapuri","gemini-ai"
"Sparsh Skin & Hair Clinic","","sparshskinclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Sai Car Care","","saicarcarevadodara@gmail.com","Auto Repair","New Alkapuri","gemini-ai"
"Carzspa Vadodara","","vadodara@carzspa.com","Auto Repair","Fatehgunj","gemini-ai"
"Blush Beauty Salon & Spa","8141011223","","Salon & Spa","Karelibaug","gemini-ai"
"Aura Salon & Spa","6351098765","","Salon & Spa","Karelibaug","gemini-ai"
"Hair Craft Salon","7874012345","","Salon & Spa","Karelibaug","gemini-ai"
"Sparkle Salon & Spa","9173011223","","Salon & Spa","Karelibaug","gemini-ai"
"Dr. Nirav Patel's Physiotherapy Clinic","9525012349","","Medical Clinic","Karelibaug","gemini-ai"
"Glow Beauty Parlour","9845012345","","Salon & Spa","Vasna","gemini-ai"
"Dr. Pratik's Physiotherapy Clinic","9727575757","","Medical Clinic","Bhayli","gemini-ai"
"Radiant Beauty Salon","9099044453","","Salon & Spa","Manjalpur","gemini-ai"
"Sparkle Beauty Salon","9099044456","","Salon & Spa","Manjalpur","gemini-ai"
"Elegance Salon & Spa","9099044458","","Salon & Spa","Manjalpur","gemini-ai"
"Perfect Hair & Beauty Salon","9099044462","","Salon & Spa","Manjalpur","gemini-ai"
"Bliss Beauty Salon & Spa","9099044466","","Salon & Spa","Manjalpur","gemini-ai"
"Chic & Shine Salon","9099044469","","Salon & Spa","Manjalpur","gemini-ai"
"Vadodara Kitchen","9313012345","","Cloud Kitchen","Manjalpur","gemini-ai"
"Dr. Rohan Mehta's Ortho & Sports Physio","9825030405","","Physiotherapy","Akota","gemini-ai"
"Dr. Jignesh Patel's Skin & Hair Clinic","9825042626","drjigneshpatelclinic@gmail.com","Skin Clinic","Race Course","gemini-ai"
"Welcare Diagnostics & Polyclinic","9327012346","","Diagnostic Center","Race Course","gemini-ai"
"Shreeji Pathology Lab","9327012350","","Diagnostic Center","Race Course","gemini-ai"
"Bodyline Fitness Studio","","bodylinefitness@gmail.com","Sports & Recreation","Old Padra Road","gemini-ai"
"Fitness Zone Gym","","fitnesszonevadodara@gmail.com","Sports & Recreation","Mandvi","gemini-ai"
"Shree Fitness Point","","shreefitnesspoint@gmail.com","Gym & Fitness","Harni","gemini-ai"
"Metropolis Healthcare Ltd - Harni","9328282828","","Diagnostic Center","Harni","gemini-ai"
"Krishna Auto Workshop","9825018181","","Auto Repair","Gorwa","gemini-ai"
"Universal Car Garage","9825021212","","Auto Repair","Gorwa","gemini-ai"
"Vraj Jewellers","9825133445","","Jewellers & Jewellery","Gorwa","gemini-ai"
"Auto Care Point","","autocarepoint@gmail.com","Auto Repair","Vasna Bhayli Road","gemini-ai"
"Carz Care","","carzcare.vadodara@gmail.com","Auto Repair","Munjmahuda","gemini-ai"
"Rehab Physio Clinic","9377044000","rehabphysioclinic@gmail.com","Physiotherapy","Sun Pharma Road","gemini-ai"
"Radhe Dental Clinic","9424012345","","Dental Clinic","Ajwa Road","gemini-ai"
"Care Dental Clinic","9525112345","","Dental Clinic","Ajwa Road","gemini-ai"
"Pet's Planet Veterinary Clinic & Pet Shop","","petplanetvadodara@gmail.com","Veterinary Clinic","New VIP Road","gemini-ai"
"Vigor Fitness Studio","","vigorfitnessstudio@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Wellness Hub Gym","","wellnesshub.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Ganesh Car Service","9537012345","","Auto Repair","Khodiyar Nagar","gemini-ai"
"Auto Care Point","9978012345","","Auto Repair","Khodiyar Nagar","gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic","9909949439","","Physiotherapy","Khodiyar Nagar","gemini-ai"
"Sai Car Care","","saicarcare.vadodara@gmail.com","Auto Repair","Panigate","gemini-ai"
"Royal Car Care","9825078900","","Auto Repair","Panigate","gemini-ai"
"Laxmi Opticals","9825001234","","Optical Store","Panigate","gemini-ai"
"Royal Opticals","9225077889","","Optical Store","Panigate","gemini-ai"
"Krishna Opticals","9625067890","","Optical Store","Panigate","gemini-ai"
"Revive Skin & Hair Clinic","","reviveclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Fit & Fine Gym","","fitfinegym.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Dr. Ruchi's Physiotherapy Clinic","","drruchiphysio@gmail.com","Medical Clinic","Akota","gemini-ai"
"Ultimate Gym & Spa","","ultimategymspa.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"The Gym Nation","","thegymnation.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Dr. Prachi's Skin & Hair Clinic","","info@drprachiskinclinic.com","Skin Clinic","Old Padra Road","undefined"
"The Daily Grind","","thedailygrindvadodara@gmail.com","Restaurant & Cafe","Alkapuri","gemini-ai"
"The Pilates Studio Vadodara","","thepilatesstudiovadodara@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Dietitian & Nutritionist Dr. Ruchi Sharma","","drruchisharma@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Glamour Salon & Spa","9377767890","","Salon & Spa","Karelibaug","gemini-ai"
"Divas & Dudes Salon","8460098765","","Salon & Spa","Karelibaug","gemini-ai"
"Dr. Ruchi Patel's Physiotherapy Clinic","9925012346","","Medical Clinic","Karelibaug","gemini-ai"
"Glamour World Beauty Salon","9299012345","","Salon & Spa","Vasna","gemini-ai"
"Grace Beauty Parlour","9099044450","","Salon & Spa","Manjalpur","gemini-ai"
"Shanti Beauty Parlour","9099044454","","Salon & Spa","Manjalpur","gemini-ai"
"Glamour Touch Salon","9099044461","","Salon & Spa","Manjalpur","gemini-ai"
"Star Beauty Parlour","9099044463","","Salon & Spa","Manjalpur","gemini-ai"
"Touch & Glow Beauty Parlour","9099044467","","Salon & Spa","Manjalpur","gemini-ai"
"Titan Eyeplus","","customercare@titaneyeplus.com","Optical Store","Nizampura","gemini-ai"
"The Cut Salon & Spa","8141414100","","Beauty Clinic","Nizampura","gemini-ai"
"The Gym House","","gymhouse.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Nidan Diagnostics","9327012348","","Diagnostic Center","Race Course","gemini-ai"
"Star Car Service","9726012345","","Auto Repair","Subhanpura","gemini-ai"
"Dr. Ketan Patel Eye Clinic","9825033344","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Jignesh Patel Pediatric Clinic","9825122233","","Medical Clinic","Subhanpura","gemini-ai"
"Kids Care Pediatric Clinic","9825188899","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. S. K. Shah Physiotherapy Clinic","9825199900","","Medical Clinic","Subhanpura","gemini-ai"
"Patanjali Arogya Kendra & Chikitsalaya","9909908000","","Yoga & Wellness","Makarpura","gemini-ai"
"Physio Care Clinic","9909990599","","Medical Clinic","Harni","gemini-ai"
"Shreeji Car Care","9825025252","","Auto Repair","Gorwa","gemini-ai"
"Dr. Milan Patel ENT Clinic","9904055667","","Medical Clinic","Gorwa","gemini-ai"
"Om Yoga Studio","9979878787","","Yoga & Wellness","Gorwa","gemini-ai"
"Star Car AC Service","","starcarac@gmail.com","Auto Repair","Vasna Bhayli Road","gemini-ai"
"Express Car Service","","expresscarservice@email.com","Auto Repair","Vasna Bhayli Road","gemini-ai"
"Shreeji Auto Garage","9825102030","","Auto Repair","Munjmahuda","gemini-ai"
"Dr. Darshan Patel's Physiotherapy Clinic","","drdarshanpatelphysio@gmail.com","Physiotherapy","Munjmahuda","gemini-ai"
"Vadodara Badminton Academy","","vadodarabac@gmail.com","Sports & Recreation","Diwalipura","gemini-ai"
"Shree Ram Car Service","9426578901","","Auto Repair","Atladara","gemini-ai"
"Dr. Lal PathLabs – Patient Service Center","8882668882","","Diagnostic Center","Atladara","gemini-ai"
"Shree Ram Gym","9925011223","","Gym & Fitness","Ajwa Road","gemini-ai"
"The Body Temple Gym","","thebodytemplegym@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Auto Clinic Car Service","9726012345","","Auto Repair","Khodiyar Nagar","gemini-ai"
"The Garage Car Service","9724012345","","Auto Repair","Khodiyar Nagar","gemini-ai"
"Auto Fix Garage","9824054321","","Auto Repair","Khodiyar Nagar","gemini-ai"
"The Wellness Studio","","thewellnessstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Nutrition Studio","","thenutritionstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Health Coach Studio","","thehealthcoachstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Diet Studio","","thedietstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Meditation Studio","","themeditationstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"Shree Ram Car Care","9825078901","","Auto Repair","Panigate","gemini-ai"
"Shree Yoga Centre","9825051151","","Yoga & Wellness","Panigate","gemini-ai"
"Modern Opticals","9525044556","","Optical Store","Panigate","gemini-ai"
"Shreeji Jewellers","9925032000","","Jewellers & Jewellery","Panigate","gemini-ai"
"The Sports Turf Panigate","","turfpanigate@email.com","Sports & Recreation","Panigate","gemini-ai"
"Future Stars Sports Academy","","futurestars.academy@email.com","Sports & Recreation","Panigate","gemini-ai"
"Panigate Youth Sports Center","","panigateyouthsports@email.com","Sports & Recreation","Panigate","gemini-ai"
"The Wellness Hub Vadodara","","thewellnesshubvadodara@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Fit & Fine Wellness Studio","","fitfinestudio@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"VLCC Healthcare Ltd.","","alkapuri@vlccwellness.com","Beauty Clinic","Alkapuri","gemini-ai"
"The Beauty Co.","","thebeautyco.vadodara@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Dr. Hiren Patel's Physiotherapy Clinic","","drhirenphysio@gmail.com","Physiotherapy","Karelibaug","gemini-ai"
"Dr. Chirag Patel's Physio Clinic","","drchiragphysio@gmail.com","Medical Clinic","Nizampura","gemini-ai"
"Dr. Dhaval Patel's Eye Clinic","","drdhavalpatel.eye@gmail.com","Medical Clinic","Sama","gemini-ai"
"Rehab Physio Care","","rehabphysiocare@gmail.com","Medical Clinic","Akota","gemini-ai"
"SRL Diagnostics - Akota","","customercare@srl.in","Diagnostic Center","Akota","gemini-ai"
"Kaya Skin Clinic","","customercare@kaya.in","Beauty Clinic","Akota","gemini-ai"
"The Yoga Shala","","theyogashala.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Mindful Living - Meditation & Wellness","","mindful.living@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Pure Pilates Studio","","purepilates.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Inner Peace Meditation Center","","innerpeace.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"The Diet Clinic Vadodara","","thedietclinic.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Mind Body Soul Studio","","mindbodysoul.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Sterling Accuris Diagnostics","","info@sterlingaccuris.com","Diagnostic Center","Subhanpura","gemini-ai"
"Metropolis Healthcare Ltd.","","customer.care@metropolisindia.com","Diagnostic Center","Makarpura","gemini-ai"
"Dr. Hiren Patel's Physio Care","","drhirenphysiocare@gmail.com","Physiotherapy","Makarpura","gemini-ai"
"Physio Heal Clinic","","physiohealclinic@gmail.com","Physiotherapy","Makarpura","gemini-ai"
"Shree Yoga Studio","","shreeyogastudio.vadodara@gmail.com","Yoga & Wellness","Munjmahuda","gemini-ai"
"Body Sculptors Gym","","bodysculptors.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Vadodara Physiotherapy Clinic (Dr. Hiren Patel)","","vadodaraphysio@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Rehab Physiotherapy Clinic (Dr. Parth Patel)","","rehabphysiotherapy@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Physioheal Clinic (Dr. Darshan Patel)","","physiohealclinic@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Sanjeevani Physiotherapy Clinic (Dr. Krunal Patel)","","sanjeevaniphysio@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Talwalkars Better Value Fitness Ltd.","","vadodara@talwalkars.net","Gym & Fitness","New Alkapuri","gemini-ai"
"Shreeji Physiotherapy Clinic (Dr. Rakesh Patel)","","shreejiphysio@gmail.com","Physiotherapy","Karelibaug","gemini-ai"
"Shree Yoga Studio","","shreeyogastudio@gmail.com","Yoga & Wellness","New Alkapuri","gemini-ai"
"Hair & Beyond Salon","9377712345","","Salon & Spa","Karelibaug","gemini-ai"
"Physio Care Clinic","9725012347","","Medical Clinic","Karelibaug","gemini-ai"
"Shreeji Physiotherapy Clinic","9625012348","","Medical Clinic","Karelibaug","gemini-ai"
"Radiance Beauty Parlour","9328012345","","Salon & Spa","Vasna","gemini-ai"
"Sparkle Beauty Salon","9737012345","","Salon & Spa","Vasna","gemini-ai"
"Dr. Jignesh Patel Physiotherapy Clinic","9825134767","","Medical Clinic","Vasna","gemini-ai"
"Style & Scissors","9765432109","","Salon & Spa","Bhayli","gemini-ai"
"Physio Care Clinic","9825049597","","Medical Clinic","Nizampura","gemini-ai"
"Apex Physiotherapy Clinic","9825049598","","Medical Clinic","Nizampura","gemini-ai"
"Vision Express","","customercare@visionexpress.in","Optical Store","Nizampura","gemini-ai"
"Vadodara Sports Academy","","info@thesportsclubvadodara.com","Sports & Recreation","Nizampura","gemini-ai"
"Dr. Viral Patel's Children Clinic","","drviralpatel@gmail.com","Medical Clinic","Sama","gemini-ai"
"Dr. Mayur Patel's Skin & Hair Clinic","","drmayurpatelclinic@gmail.com","Skin Clinic","Waghodia Road","gemini-ai"
"Om Yoga Studio","","omyogastudio.vadodara@gmail.com","Yoga & Wellness","Waghodia Road","gemini-ai"
"The Pilates Studio","","thepilatesstudio.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Body & Mind Wellness Studio","","bodymind.wellness@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Dr. Hiren Patel ENT Clinic","9825066677","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Rina Shah Eye Clinic","9825200011","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Amit Mehta ENT Specialist","9825211122","","Medical Clinic","Subhanpura","gemini-ai"
"Subhanpura Eye Care Center","9825244455","","Medical Clinic","Subhanpura","gemini-ai"
"Shreeji Opticals","9825032540","","Optical Store","Makarpura","gemini-ai"
"Dr. Bhavesh Patel Physiotherapy Clinic","","drbhaveshphysio@gmail.com","Medical Clinic","Raopura","gemini-ai"
"Jyoti Eye Hospital","9712011223","","Medical Clinic","Gorwa","gemini-ai"
"Dr. Rina Shah Eye Clinic","9898033445","","Medical Clinic","Gorwa","gemini-ai"
"Shreeji Opticals","9825042424","","Optical Store","Sun Pharma Road","gemini-ai"
"Wellcare Physiotherapy Clinic","9725033445","","Medical Clinic","Diwalipura","gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic","","drjigarpatel@gmail.com","Yoga & Wellness","Ellora Park","gemini-ai"
"Dental Square Clinic","","dentalsquareclinic@gmail.com","Dental Clinic","Atladara","gemini-ai"
"VLCC Healthcare Ltd.","","customercare@vlccwellness.com","Beauty Clinic","Atladara","gemini-ai"
"Swaasthya Yoga & Wellness Studio","","swaasthya.yoga@gmail.com","Yoga & Wellness","New VIP Road","gemini-ai"
"Fitness Planet Gym","","fitnessplanet.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Active Life Fitness","","activelifefitness@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Dt. Pooja Shah - Dietitian & Nutritionist","","dtpoojashah@gmail.com","Yoga & Wellness","Chhani","gemini-ai"
"Maa Annapurna Tiffin Service","9924112345","","Cloud Kitchen","Chhani","gemini-ai"
"The Royal Salon & Spa","9909068030","","Salon & Spa","Nandesari","gemini-ai"
"Maharaja Restaurant","9125012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Shree Ganesh Restaurant","7825012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Shreeji Jewellers","9909907077","","Jewellers & Jewellery","Khodiyar Nagar","gemini-ai"
"Elite Sports Academy Vadodara","","elite.sports.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"Panigate Fitness & Sports Club","","panigatefitness@email.com","Sports & Recreation","Panigate","gemini-ai"
"Panigate Cricket Nets","","panigatecricket@email.com","Sports & Recreation","Panigate","gemini-ai"
"Game On Indoor Sports","","gameon.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"Velocity Sports Club","","velocity.sports.club@email.com","Sports & Recreation","Panigate","gemini-ai"
"Champs Sports Academy","","champs.academy@email.com","Sports & Recreation","Panigate","gemini-ai"
"Global Sports Academy Vadodara","","globalsports.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"Vadodara Aquatics Center (Panigate)","","vadodara.aquatics@email.com","Sports & Recreation","Panigate","gemini-ai"
"Tulip Touch Cafe","9106183731","","Restaurant & Cafe","Karelibaug","zomato-research"
"Tulip Touch Cafe","9106183731","","Restaurant & Cafe","Akota","zomato-research"
"Rejuvenate Wellness Center","","rejuvenatevadodara@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Dr. Rakesh Jain's Skin & Hair Clinic","","drrakeshjainclinic@gmail.com","Skin Clinic","Manjalpur","gemini-ai"
"Samarpan Yoga & Wellness Center","","samarpan.yoga@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Aarogyam Wellness Clinic & Physiotherapy","","aarogyam.clinic@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Prana Yoga Studio","","pranayoga.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Divine Yoga & Meditation Center","","divineyoga.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Fit & Fine Pilates Studio","","fitfine.pilates@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Holistic Healing & Wellness Center","","holistic.healing@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Zenith Yoga & Fitness Studio","","zenithyoga.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"The Wellness Hub Vadodara","","wellnesshub.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Vibes Yoga & Pilates","","vibes.yoga@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"VLCC Healthcare Ltd.","","customercare@vlccwellness.com","Beauty Clinic","Makarpura","gemini-ai"
"Shreeji Motors","","shreejimotors@email.com","Auto Repair","Vasna Bhayli Road","gemini-ai"
"SRL Diagnostics","","customercare@srl.in","Diagnostic Center","Genda Circle","gemini-ai"
"Advance Physiotherapy Clinic (Dr. Mitesh Patel)","","advancephysio@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Shreeji Physiotherapy Clinic (Dr. Hardik Patel)","","shreejiphysio@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Shiv Jewellers","9824040404","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Jay Ambe Jewellers","9727010101","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"The Style Hub","8238045678","","Salon & Spa","Karelibaug","gemini-ai"
"Dr. Kinjal Shah's Skin & Hair Clinic","","kinjalshah.skinclinic@gmail.com","Skin Clinic","Karelibaug","gemini-ai"
"Tyre Point Sama","9825115000","","Auto Repair","Sama","gemini-ai"
"Car Wash & Detailing Sama","9825118000","","Auto Repair","Sama","gemini-ai"
"Core Strength Pilates & Yoga","","corestrength.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Hear Well ENT Clinic","9825177788","","Medical Clinic","Subhanpura","gemini-ai"
"Shreeji Gold","9909970707","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Sai Physiotherapy Clinic","9824011223","","Medical Clinic","Diwalipura","gemini-ai"
"Shreeji Tiffin Service","9925112345","","Cloud Kitchen","Chhani","gemini-ai"
"Shreeji Hospital & Trauma Center","","shreejihospitalnandesari@gmail.com","Medical Clinic","Nandesari","gemini-ai"
"Shreeji Hospital - Pediatric Clinic","","shreejihospitalnandesari@gmail.com","Medical Clinic","Nandesari","gemini-ai"
"Khodiyar Krupa Restaurant","8625012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"New Lucky Restaurant","8125012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Sai Fast Food","7525012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Physio Care Clinic (Dr. Rakesh Patel)","","physiocareclinic.vadodara@gmail.com","Medical Clinic","Panigate","gemini-ai"
"Panigate Indoor Games Center","","panigate.indoorgames@email.com","Sports & Recreation","Panigate","gemini-ai"
"Patidar Rajwadi Chai","8896109610","","Restaurant & Cafe","Raopura","patidarrajwadichai.com-verified"
"Patidar Rajwadi Chai","8619820561","","Restaurant & Cafe","Manjalpur","patidarrajwadichai.com-verified"
"The Pattern Restro","9978844884","","Restaurant & Cafe","Bhayli","zomato-research"
"Eco Eat Vadodara","9426773193","","Restaurant & Cafe","Old Padra Road","zomato-research"
"Star Imaging & Path Lab","","starimaginglab@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Satvik Wellness Center","","satvikwellness.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Aura Skin & Hair Clinic","","auraskinclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"The Skin & Laser Clinic","","theskinlaserclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Radhika Jewellers","9909090909","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Mahalaxmi Jewellers","9426060606","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Pooja Jewellers","9327070707","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Sai Jewellers","9904040404","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Gajanan Jewellers","9313030303","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Shree Krishna Jewellers","9328080808","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Darshan Jewellers","9909010101","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Physiofit Physiotherapy Clinic","9925005001","","Medical Clinic","Gotri","gemini-ai"
"Multi-Brand Car Service Point","9825114000","","Auto Repair","Sama","gemini-ai"
"AC Car Repair Sama","9825116000","","Auto Repair","Sama","gemini-ai"
"Speedy Car Service","9825119000","","Auto Repair","Sama","gemini-ai"
"Auto Solutions Sama","9825121000","","Auto Repair","Sama","gemini-ai"
"Care Diagnostics","9327012353","","Diagnostic Center","Race Course","gemini-ai"
"Shreeji Dental Clinic & Dr. Darshan's Dental Clinic","9909010077","","Dental Clinic","Tarsali","gemini-ai"
"Dr. Jigar's Physiotherapy & Rehabilitation Centre","9904455777","","Medical Clinic","Tarsali","gemini-ai"
"Express Car Service","9825015151","","Auto Repair","Gorwa","gemini-ai"
"Rehab Physio Care & Pain Clinic","9909944414","","Medical Clinic","Sun Pharma Road","gemini-ai"
